galaxy,n_points,D_Mpc,R_last,Mbar_proxy,Sigma_bar_proxy,gdag_fixed_si,gdag_fixed_kpc,chi2_fixed,chi2_red_fixed,sigma_lo_fixed_si,sigma_hi_fixed_si,gdag_free_si,gdag_free_kpc,ml_disk_best,chi2_free,chi2_red_free,chi2_red_base_cH0,chi2_red_base_cH0_2pi,ml_mond,chi2_red_mond,ml_lcdm,rho_s,r_s_kpc,chi2_red_lcdm,ratio_cH0,ratio_cH0_2pi,ratio_a0,flag_ml_edge,flag_bad_fit,flag_low_points,flag_bulge_sensitive,flag_low_quality
UGC07866,7,4.57,2.32,183023753.57773122,10823846.271228036,3.3418869031185936e-11,1031.1985496832658,0.3194308689638943,0.06388617379277886,8.735024581962038e-12,1.0286329936395566e-11,2.3531546973899178e-11,726.1076695517172,0.7233077285199792,0.20528301694358422,0.04105660338871685,43.40902264620474,3.80149915035253,0.10000546443110717,1.0992477752311702,0.8713446741407315,31456.16571924423,316.22776601683796,0.04092099192620597,0.049138687313535025,0.3087474781424952,0.2784905752598828,False,False,True,False,True
UGCA281,7,5.68,1.08,60009656.561053365,16376600.608605335,6.851676170626655e-11,2114.206355534129,0.6046980688885975,0.12093961377771949,1.0391053502073957e-11,1.086241737660807e-11,9.705248115313107e-11,2994.7266532232998,0.3319704808613982,0.5142989034599033,0.10285978069198065,64.51843675405014,1.5559584432974487,0.2467053321768678,0.09359257229309481,0.9138788608911387,99990.24795782249,181.79572037886146,0.221229736959193,0.10074619000656063,0.6330069808035446,0.5709730142188879,False,False,True,False,True
F583-4,12,53.3,7.29,1556051280.5429552,9320065.745882792,7.988201908462071e-11,2464.901554536797,1.2497374624794364,0.12497374624794363,8.501968228512514e-12,7.980250408005205e-12,9.687694917381829e-11,2989.3103022892974,0.4170538213522327,1.2230480363902207,0.12230480363902207,61.74012459348081,0.8397487232130558,0.3375295560831441,0.11505552949696604,1.0200817745919455,49172.557857054846,316.22776601683796,0.1272685163049222,0.11745752239879788,0.7380073789538439,0.6656834923718393,False,False,False,False,False
UGC07577,9,2.59,1.69,60364577.84515369,6727580.2329832455,2.030381267616587e-12,62.65101959364527,1.4142199034590148,0.20203141477985925,1.3055963006537698e-12,1.85588439319619e-12,8.501885453090619e-12,262.340773430093,0.1,0.5876809700715104,0.08395442429593006,74.69641476243369,18.128801094871314,0.10000546443110717,9.35989849266084,0.1,10516.5330243675,316.22776444690646,0.14935384814383199,0.0029854472377137116,0.018758118219362675,0.01691984389680489,True,False,False,False,True
F571-V1,7,80.1,13.59,3737053934.6324387,6440811.360317957,8.831924017144117e-11,2725.246994113678,1.035382986609419,0.20707659732188383,1.2085794539717831e-11,1.4001835831645101e-11,8.626361126399329e-11,2661.816913757903,0.5241928895762225,1.0329068147307707,0.20658136294615415,55.228142713440114,0.4958218385853617,0.2535136270140159,0.26581159391814063,0.5895165521876259,1025769.8435689701,28.092213494830062,0.3979909668893243,0.12986350682614467,0.815956478028848,0.7359936680953431,False,False,True,False,True
NGC1705,14,5.73,6.0,549278501.5264213,4856688.258446619,4.1232826880613943e-10,12723.120952702508,2.563891144323595,0.2136575953602996,2.4242854060758198e-11,2.5757252568614607e-11,2.4064802163276934e-10,7425.622053824859,0.9150181827507158,1.065554045364874,0.08879617044707283,4.229832980177879,17.64505232716672,1.6370956525434952,0.2843085510423701,1.2801893604268832,44744246.33681438,2.8810945598202062,0.07108334596261844,0.606282332669266,3.809384244630098,3.4360689067178285,False,False,False,False,False
UGCA444,36,0.98,2.62,124574347.52180356,5776651.474431163,5.438369891926058e-11,1678.1056055373867,8.163229357550165,0.24009498110441663,4.939498353450639e-12,5.432956508391719e-12,3.989026016192161e-11,1230.8848150149972,2.5,5.111469659658938,0.15033734293114523,31.715019335464167,1.589846134658539,0.10000546443110717,1.855523378266323,0.1,54661.64426733594,289.6110360843939,0.06045985628260426,0.07996511113686078,0.5024356113821064,0.45319749099383816,True,False,False,False,True
DDO064,14,6.8,2.98,443164546.80521107,15884831.365057645,9.354784934370157e-11,2886.5850151659183,3.0425535681523477,0.2535461306793623,1.554931551690611e-11,1.6723421315049655e-11,1.1335861574569681e-10,3497.88139275391,0.3524519026726631,2.79956584622807,0.23329715385233918,17.46483457951251,0.2883243842863163,0.32271680451584556,0.21684346617804273,0.5430894318616282,78903.91010569347,316.2277658500328,0.6127061604646045,0.1375515883994805,0.86426211921083,0.7795654111975131,False,False,False,False,False
UGC05005,11,53.7,28.61,12345573779.967499,4800933.506181425,5.258178365011197e-11,1622.5043100397982,2.733648522722175,0.30373872474690833,8.740027164209042e-12,1.0482386069370024e-11,7.091410796574212e-11,2188.1807316134887,0.27694245676009305,1.433786970022453,0.1593096633358281,39.55320911260574,2.0960160260561156,0.10581746934813972,0.5433561795125924,0.1,477337.6835517653,48.153176149963556,0.2157224606236563,0.07731559744764675,0.48578822589886556,0.4381815304175997,False,False,False,False,False
UGC04483,8,3.34,1.21,50312352.037127025,10938405.1981263,3.923783384922442e-11,1210.7530425483492,1.862932660229057,0.3104887767048428,6.522025498201451e-12,7.014493989483485e-12,4.597921850189212e-11,1418.7704374578161,0.31384012409794765,1.6258275857723898,0.2709712642953983,81.9875204589659,6.135356390367886,0.10000546443110717,3.6706802187791174,0.1651024178507881,5214502.399138741,3.9262703481843846,0.46679462007173783,0.057694820449435684,0.36250724814825863,0.32698194874353687,False,False,False,False,False
F565-V2,7,51.8,8.8,1860751571.1791227,7648445.5170239685,1.8073891471673287e-10,5577.020172445028,1.6304461647131343,0.32608923294262687,2.4732701327115323e-11,2.865374076295229e-11,1.9284928591588747e-10,5950.707181572729,0.40417193388272,1.6132009623538641,0.3226401924707728,16.946762776585924,1.7863132730504667,1.1750960496460094,0.3679296047276355,0.1,96153.71423876341,293.1890301899224,0.46385418556741076,0.2657562411033525,1.66979570939186,1.5061576226394406,False,False,True,False,True
UGC06399,9,18.0,7.85,2726352011.551044,14082920.986551369,1.4609129962616902e-10,4507.906481074079,2.7537993368736315,0.39339990526766166,1.326900796189419e-11,1.4594587953676312e-11,1.1734316346842703e-10,3620.8316885580207,0.6293868382752086,2.6218780543668414,0.3745540077666916,49.58519205638919,1.4481684813615796,0.6200114811913825,0.3289462556988471,1.3125922164197923,77832.50505291202,316.22776601683796,0.5572302339637875,0.2148108209424801,1.349696193968976,1.2174274968847418,False,False,False,False,False
UGC07608,8,8.21,4.78,793499049.2709684,11054541.76486704,2.176483131982717e-10,6715.925206853187,2.531959951057282,0.42199332517621363,3.929173150375035e-11,4.338905012185884e-11,2.317001098783243e-10,7149.518346806318,0.42044014578245614,2.514104320118511,0.41901738668641847,6.989557603963634,1.8749633533253094,1.3728741251261336,0.5148141410959112,0.1,108020.4399227471,316.22776601683796,0.5036843943643048,0.3200273592917779,2.0107912017975815,1.8137359433189308,False,False,False,False,False
F563-V1,6,54.0,7.87,1242416201.3387866,6385100.959864745,1.9518179022108087e-12,60.22680744005402,1.7633223932446889,0.4408305983111722,1.1515760666760427e-12,1.5949910282968439e-12,3.422853640820288e-13,10.561822744205267,0.8778527570568553,1.0356200355578777,0.25890500888946943,155.23754372165072,37.82915478372145,0.10000546443110717,24.524022791951886,0.861000629749654,2623211.2464677943,1.316826794138138,0.25750641474914127,0.002869928647202136,0.01803229350875425,0.01626514918509007,False,False,True,False,True
UGC07559,7,4.97,2.53,229571245.0388406,11416331.590773873,2.3033913388103486e-11,710.7523015568479,2.4330011723940252,0.48660023447880507,5.113617627338354e-12,6.06464602760918e-12,3.995450857747127e-11,1232.8673139700763,0.19182715807394868,1.6655302326675716,0.33310604653351433,86.90246167437057,10.52466341934053,0.10000546443110717,3.7936156735964617,0.1,39287.26648005504,316.22776601683796,0.4060706057058589,0.03386877833983058,0.21280381043694574,0.19194927823419572,False,False,True,False,True
NGC3521,41,7.7,17.74,52152010266.19948,52748965.87209792,1.3279471865189505e-10,4097.616862846061,20.912218423036673,0.5362107287958121,7.807669829766e-12,8.295398028368312e-12,1.5126142717231832e-10,4667.439947700118,0.4785350434308282,19.53769519491259,0.5009665434592971,30.59084777441109,0.725018127738245,0.5299239398132846,0.517885832213725,0.1,658841480.6448983,2.33853780983822,0.33935285335659054,0.1952596944748481,1.2268528434087405,1.1066226554324587,False,False,False,False,False
UGC07089,12,18.0,9.16,3688963172.9099193,13994696.98929692,3.9173800544938395e-11,1208.7771812333071,5.629056547556136,0.5629056547556136,4.169328860733235e-12,4.665931217876803e-12,1.1374963091942529e-10,3509.946860309879,0.14524325270338773,1.589254249272241,0.1589254249272241,119.64011438813833,8.933326927482343,0.13385354682802889,0.1459490100746012,0.24045780887232113,68330.4537089139,316.22776601683796,0.20407723039177664,0.05760066667918011,0.36191566256237323,0.3264483378744866,True,False,False,False,True
UGC05829,11,8.64,6.91,2251375076.204804,15008658.863154223,6.070084186990826e-11,1873.0322693562844,5.0727888322411125,0.5636432035823459,8.306433590274936e-12,8.41628741979418e-12,3.244889325245124e-11,1001.2682245329529,1.3873574995887656,0.48905400727376075,0.05433933414152897,56.45510254300916,2.3672010562566634,0.24587423508924483,2.425745105968887,0.904024653214238,51815.19090566542,316.22776601683796,0.08705486320250728,0.08925375917211006,0.5607979082407472,0.5058403489159021,False,False,False,False,False
NGC4559,32,9.0,20.97,23395922624.863113,16935321.385581717,5.752999352689019e-11,1775.1901128926854,18.188361849215948,0.6062787283071983,1.4747647130345145e-12,1.513564500401969e-12,6.715799317812352e-11,2072.2791396768594,0.4374297677439131,15.90910551503054,0.5303035171676846,285.45041594105066,10.80287153507246,0.2554360809429366,1.6141229897491973,0.11993657141143865,16303128.997036465,8.033393881521054,0.1963938041870578,0.08459138340167914,0.5315033373034255,0.4794166127240849,False,False,False,False,False
UGC06628,7,15.1,7.69,3714817787.630991,19995624.11410867,2.2473944730566227e-12,69.34734742278425,3.30746862389573,0.6614937247791459,2.112537068455341e-12,2.9566495601296995e-12,3.422853640820288e-13,10.561822744205267,0.6664290966262949,2.4121567566205937,0.48243135132411874,78.85062252824473,17.46261261514051,0.10000546443110717,7.151405654673238,0.1,33844856.107016824,1.678879991298492,0.22250441597590798,0.003304540742496133,0.020763041840228022,0.018728287275471857,False,False,True,False,True
UGC05750,11,58.7,22.85,9131469721.524052,5566963.859533062,4.82824085127493e-11,1489.8394552819848,5.976675278647503,0.6640750309608336,8.02539458841595e-12,9.625288669502899e-12,1.6628390949772475e-11,513.0985316998688,1.28717478627167,4.783527021083564,0.5315030023426182,42.15285582061681,2.849503577668071,0.12507404063070965,1.0541106960140856,1.9539261583115302,17559.31123121861,316.22776601683796,0.6700364186063732,0.07099384998452042,0.44606751512285037,0.40235340427291083,False,False,False,False,False
UGC07323,10,8.0,5.82,3623085827.6504273,34047308.057105854,6.115959802512313e-11,1887.1880051914616,5.844696422427982,0.7305870528034978,5.5549317120062106e-12,6.109871942225221e-12,1.6289155059191483e-10,5026.3080587583845,0.19816875258893155,2.086996132280048,0.260874516535006,134.82399393967404,4.798202539571031,0.27653617794652413,0.301303108773539,0.1,129011.53569533877,316.22776601683796,0.4955902622405909,0.08992830848864218,0.5650362265953498,0.5096633168760261,False,False,False,False,False
NGC7793,46,3.61,7.87,5852365166.209012,30076831.258296296,9.727776401610919e-11,3001.6781560211575,34.76204300236661,0.7900464318719684,5.719449319416391e-12,6.07673091230872e-12,7.591813613480987e-11,2342.588906997925,0.5705828092022265,33.75907805761156,0.7672517740366264,34.33152225338511,0.8245213520101705,0.45895212207609054,0.8307816056532614,0.598676562658309,5465502.214936605,11.31233049934136,0.8984361024909637,0.1430360083127507,0.8987217458282923,0.8106480334675765,False,False,False,False,False
NGC3949,7,18.0,7.07,23369841101.301823,148821973.45775735,5.91844900080483e-11,1826.2425398983448,4.130644358586212,0.8261288717172424,1.0684489378349539e-11,1.1798661637485431e-11,1.765189824501429e-10,5446.80666854074,0.3400192430837925,1.8779372730498445,0.3755874546099689,89.32397038082165,2.8169399522303937,0.41455090443262166,0.348275603078854,0.13173248000909543,74751481.84712094,5.1068575467693185,0.1447297027352632,0.08702413434765235,0.5467887623031916,0.4932040834004025,False,False,True,False,True
NGC5005,18,16.9,11.47,108266858334.14326,261950255.38604352,7.946745843431803e-11,2452.109549488722,13.524032616567748,0.8452520385354843,1.8703232475123353e-11,1.920007825302982e-11,2.045643150535894e-10,6312.195209339979,0.33361986352698597,10.286312655137264,0.642894540946079,16.1732515159071,0.905112129920722,0.45857520549661,0.4834302861545164,0.3493597732056186,444835.60497462406,316.22776601683796,0.48302439073791886,0.11684795760027913,0.7341773703680171,0.6622288202859836,False,False,False,True,False
UGC07261,7,13.1,6.67,2318779344.836325,16590439.173370782,1.100296825925526e-10,3395.161248744505,4.313525816035017,0.8627051632070033,1.5056698115864925e-11,1.5255825205724686e-11,6.052447956361756e-11,1867.590297208871,0.8357585941156495,2.7422600911017234,0.5484520182203447,43.146627620999745,0.7209066930617926,0.4941324377903244,0.7726724345780909,0.3009156844810154,26546057.226862416,3.8593948456089633,0.024893943873818106,0.16178626999846982,1.0165331145577752,0.916914021604605,False,False,True,False,True
UGC08699,41,39.3,25.7,36630022650.78786,17653103.515393052,1.6280981999766878e-10,5023.7861161345145,35.87940483271653,0.9199847393004239,1.4032540518534068e-12,1.4154538153666214e-12,1.3120513658210836e-10,4048.5674852792467,0.604827480990034,32.75925815971017,0.8399809784541069,158.91940247445729,7.328448463501649,0.6858354820284461,0.8825241576792626,0.7490213098204261,3857306.5392359137,24.162398892832872,0.7423275768895788,0.23939352432820682,1.504153874692928,1.3567484999805732,False,False,False,True,False
NGC0300,25,2.08,11.8,2995456466.189713,6847769.368151015,1.5135541486640033e-10,4670.3401049057675,21.240223231967594,0.9234879666072867,6.4111718913848985e-12,6.694750764041567e-12,1.8721207985642665e-10,5776.761177973473,0.38805724470552966,18.122740326404177,0.7879452315827903,76.59944918778581,3.119450150318167,0.6158184551106002,1.1978808445992783,0.5812489319191038,1987119.9618290104,23.00043289706433,0.6677279247505427,0.2225511101943621,1.398329865669721,1.2612951238866694,False,False,False,False,False
KK98-251,15,6.8,3.13,276989582.5534596,8999634.833129605,2.0346929314259564e-11,627.8406363720026,12.008616984064036,0.9237397680049259,2.1655555099874705e-12,2.0326675868040756e-12,2.7429589390041086e-11,846.3886905036325,0.1,9.036439798604095,0.6951107537387765,209.37653871866172,27.2933205319566,0.10000546443110717,21.93687460889556,2.5,12383.896958540241,316.22776601683796,1.7241572360306525,0.029917870542865575,0.18797952461703393,0.16955774428549636,True,False,False,False,True
UGC05918,8,7.66,4.46,403095996.89368063,6450433.3936118325,8.642050481177051e-11,2666.658142788471,5.620612797121428,0.936768799520238,1.3106283292037297e-11,1.5449275663372893e-11,1.7214347320925466e-11,531.1792560818569,2.5,1.2507012104181299,0.20845020173635498,38.95028650077701,1.07396120819843,0.35933417285488883,1.1547733221382883,2.5,2063642.406750261,7.495902926393571,0.10575578660721978,0.127071630086003,0.7984145991157334,0.7201708734314209,True,False,False,False,True
NGC4214,14,2.87,5.63,851773402.7217497,8553766.925937245,2.969642035858798e-10,9163.357855103875,11.951603015567182,0.9959669179639318,2.697231383293665e-11,2.966686037716075e-11,4.2688125164108204e-10,13172.179081478618,0.3457955154592049,11.58638737368149,0.9655322811401241,7.901779510077309,7.0002218236862355,1.0037556939448096,1.2762184647664816,0.1,188236247.69123682,1.6475950901020553,0.6011057912410891,0.43665245313065765,2.7435682778544708,2.474701696548998,False,False,False,False,False
UGC01281,25,5.27,4.99,678470944.4047889,8673218.545005735,9.664092654148846e-11,2982.0274048362503,23.49184987701854,1.0213847772616758,8.777587898835702e-12,9.654472962754562e-12,1.434295366406735e-10,4425.7730573582085,0.20957149691206617,20.067798861940137,0.8725129939973972,26.11995891982033,1.0290910214776965,0.30295991879918105,0.8670401393202353,0.1542401798050446,71818.2527018077,316.22776601683796,1.3546808411514517,0.14209961045004246,0.8928381845356496,0.8053410545124039,False,False,False,False,False
F563-V2,10,59.7,10.47,5549019178.964453,16112873.213847417,4.4182235489129195e-10,13633.213354897824,8.390073222696918,1.0487591528371147,7.343872945048899e-11,7.89839792052038e-11,8.657329100071572e-11,2671.3726319683683,2.5,2.816686654387899,0.35208583179848735,1.6029300263422277,5.290244467297217,2.063792475590147,0.3535923196919665,2.5,287017.7039156418,150.0148810299707,0.669762408164723,0.6496500681956936,4.081871763295398,3.681852957427433,True,False,False,False,True
NGC3893,10,18.0,19.05,40295004116.57069,35343647.87820694,1.2870978516825362e-10,3971.568986122503,8.509835163001574,1.0637293953751967,9.646741908685172e-12,1.0428341529399426e-11,1.884564843733261e-10,5815.159489174505,0.4004135908958608,5.3441222048321215,0.6680152756040152,87.4276184203807,1.412950552304502,0.5195789054013109,0.8961257970247445,0.20376587880230684,84566514.53038265,5.294447882885345,0.5317687361658328,0.18925325933899925,1.189113298414648,1.0725815430687802,False,False,False,False,False
UGC06917,11,18.0,10.47,7717137302.454597,22408510.570602942,1.3715126034764058e-10,4232.045693280004,10.596822977139913,1.1774247752377682,8.0638128413655e-12,6.066472784023401e-12,1.1650607988506972e-10,3595.00198808802,0.5781246605505712,10.283505086860428,1.1426116763178253,112.07417485071414,2.460472679996734,0.5696252970975346,1.0183752179465464,0.1,8608738.446337711,11.153508518581305,0.6988861632705952,0.20166549893088298,1.2671016998475644,1.1429271695636716,False,False,False,False,False
F561-1,6,66.4,9.66,4667947133.048588,15922886.640954437,6.055103729379436e-12,186.84097831350897,4.8486929922434125,1.2121732480608531,1.953547639061612e-12,2.2859195205842035e-12,3.422853640820288e-13,10.561822744205267,0.8838830507323119,3.2601375413903115,0.8150343853475779,223.01475673076803,43.58313336014233,0.10000546443110717,15.964907070355883,0.1,6504673.653925922,4.714607075105032,0.40041871746623103,0.008903348839583311,0.05594139061356427,0.050459197744828634,False,False,True,False,True
NGC2976,27,3.58,2.27,1902132125.7594323,117500331.94065803,6.965667433273038e-11,2149.3803838975127,30.986825653066767,1.2394730261226707,5.220737169491632e-12,5.64373243879078e-12,3.422853640820288e-13,10.561822744205267,0.9273679650363202,20.23684230176467,0.8094736920705868,78.10584953378397,2.606876474112856,0.3731505901190851,1.2489776478212447,0.9310527047595983,1000.0,0.1,0.8388931890985591,0.10242230328449008,0.6435383111245995,0.5804722861060865,False,False,False,False,False
NGC3741,21,3.21,7.0,303581753.6288832,1972103.5396956203,1.3464504419700597e-10,4154.711943376156,24.481488375253065,1.288499388171214,5.703347471460515e-12,5.955617863476943e-12,1.6235791353799103e-10,5009.841739818927,0.1,4.468030130918786,0.23515948057467292,64.2251950035363,1.9204011586384149,0.3015442426288061,1.195805779747968,0.44018753687511264,813397.9803477655,23.898201986526132,0.36133661024863845,0.1979803900287462,1.2439474777383022,1.1220420349750497,True,False,False,False,True
UGC05414,6,9.4,4.11,1084047750.1272986,20427484.798267517,5.642356621008308e-11,1741.049333222472,5.155297080624309,1.2888242701560773,5.124773009726494e-12,5.636740187953175e-12,1.2332570533627048e-10,3805.433641777401,0.14319622640873195,0.3090220734680284,0.0772555183670071,236.9383961323806,10.118728964995835,0.1531659405086112,0.06482735199437313,0.1,90382.88469379522,316.22776601683796,0.8036176913144378,0.08296450650452854,0.5212813682866589,0.47019638508402567,True,False,True,False,True
UGC06923,6,18.0,5.16,2754184657.6654716,32926364.28514808,7.927604680586672e-11,2446.2032037812323,5.160570345197322,1.2901425862993305,1.0848304534288495e-11,1.09917749881159e-11,1.8588242927080126e-10,5735.732447940662,0.17982517552421204,3.2862593645945415,0.8215648411486354,83.80885178889241,1.9909142053827806,0.32581830708629755,0.7658192010572386,0.1,5807007.134061231,11.854905634679946,0.8764490461508077,0.11656650833430109,0.7324089724753073,0.6606337233822226,False,False,True,False,True
NGC3769,12,18.0,37.16,18052881584.129868,4161455.4539803364,7.162867630812452e-11,2210.2300067588167,13.197301162825672,1.3197301162825672,5.368537852051827e-12,5.803508248137195e-12,1.1212292840781893e-10,3459.7520655916846,0.33620990656032607,8.326480998178642,0.8326480998178643,144.0752705715816,3.835103238036879,0.32074870583197157,0.757985834794371,0.1451303924717802,22745774.431610633,6.959947260741125,0.4735537648401217,0.10532191034061573,0.6617570795762425,0.5969056359010376,False,False,False,False,False
ESO444-G084,7,4.83,4.44,253112085.11687064,4086928.7702546986,3.0737816791499174e-10,9484.699217751791,6.680189340289023,1.3360378680578047,2.303785877945657e-11,2.49044352727989e-11,3.8063675757279765e-10,11745.223095339461,0.1,3.6392764052836,0.72785528105672,18.35851993416615,19.282277808446235,2.4999941954382954,5.780690817897503,0.1,5178268.149210802,11.158487424684361,0.6223422679204919,0.4519650161137138,2.8397799486048716,2.561484732624931,True,False,True,False,True
F568-1,12,90.7,13.23,10753126372.558365,19555331.779162496,4.1184357354242825e-10,12708.16481961162,13.374918150825932,1.3374918150825932,4.3833155665051356e-11,4.905405551522028e-11,1.2576135167466763e-10,3880.5898348057376,1.78811021715478,8.785291430876304,0.8785291430876304,2.8428130238299323,8.259123634900392,1.8764408320464696,0.7953139424272209,1.8082003454699407,537662.2979661664,98.60191588714743,0.9235610828239265,0.6055696428118197,3.804906282189215,3.4320297795202355,False,False,False,False,False
UGC08490,30,4.65,10.15,1715105059.1618984,5299181.209687858,1.95118299805885e-10,6020.721634497308,37.828565186600905,1.3510201852357466,5.0018010741911456e-12,5.133394145558871e-12,1.1640082113332119e-10,3591.7540423827577,1.026739760989766,7.087849438514355,0.25313747994694125,50.1685071076448,7.808285511554298,1.0097273135167333,0.24341413920393054,0.46883729442737127,47971011.497750714,3.1179316207541605,0.11644757802452854,0.2868995092072905,1.8026427808882821,1.6259858317157083,False,False,False,False,False
UGC07690,7,8.11,4.13,947571941.0543352,17683255.26373251,8.084486674094997e-11,2494.611928812064,6.798017814253631,1.3596035628507264,1.1062985224118011e-11,1.1209294862253186e-11,3.326894240061378e-11,1026.5722972550154,0.9336880378802446,1.9968879445138912,0.39937758890277825,67.28443432937569,1.8213298353675533,0.3985542084809937,1.8985612556568963,0.6101809187698081,60327985.49958751,1.730524211397985,0.4129472038013292,0.11887328155781614,0.7469028561002925,0.6737072228412498,False,False,True,False,True
UGC04499,9,12.5,8.18,3023748446.7240653,14384314.774618026,6.735999518463601e-11,2078.512270305978,9.82713306098317,1.4038761515690243,3.960433121703517e-12,4.207832788217256e-12,5.95113508738884e-11,1836.3284123582412,0.5931332808095219,9.445455106022111,1.3493507294317302,265.3112015056003,7.596946279648387,0.20538309041555503,3.1795974501023583,0.1,5173640.845015503,9.501311053749012,0.9896141524475777,0.09904529497183863,0.6223199421123246,0.5613332932053001,False,False,False,False,False
D564-8,6,8.79,3.07,56263941.70070985,1900218.4510185134,3.2973939725865466e-11,1017.4694658555067,5.650793721463675,1.4126984303659187,5.4808549446086024e-12,5.894706188558979e-12,5.6722368728625386e-11,1750.2694155500635,0.1,2.91127829062988,0.72781957265747,129.39947006441287,12.780277185532032,0.10000546443110717,5.001343299994638,0.1,24306.80351161197,300.94594469621745,0.6061898224800893,0.04848446882426274,0.3046369021430143,0.2747828310488789,True,False,True,False,True
UGC06930,10,18.0,16.61,11334294857.134888,13076917.048179816,8.564554192843659e-11,2642.745286832557,11.490541469921615,1.4363176837402019,6.419095778406182e-12,6.93918462013353e-12,2.918404036816746e-11,900.5253910139342,1.1848253745393118,3.7666176342164404,0.47082720427705504,103.16123635479636,2.0217779225617254,0.37852510669083145,1.9721762630135258,0.1024101208133152,13559932.942463627,7.957568030761897,0.2945160300774357,0.12593213434878325,0.7912549362420406,0.7137128494036383,False,False,False,False,False
NGC4138,7,18.0,18.58,26717757038.95222,24635348.153086163,1.269821821251636e-10,3918.260726324712,7.400857549498733,1.4801715098997466,1.737651456682268e-11,2.0131328849854932e-11,6.919185954799078e-11,2135.037698289346,0.695893482628694,5.603418934357401,1.12068378687148,38.83191566176699,1.404055181340887,0.5579577849294621,1.197469498791127,0.4103850292418283,154893753.431383,3.1413673215717415,1.1550008904445224,0.18671301341813665,1.1731524625680612,1.05818485104303,False,False,True,True,True
NGC4068,6,4.37,2.33,352148676.5591469,20647351.241561744,2.155395372116403e-11,665.0855178989829,5.9996546487495666,1.4999136621873916,4.194262996753208e-12,4.748309002169261e-12,6.055881340904857e-11,1868.6497289801998,0.1,1.3415618804634284,0.3353904701158571,167.35171417720875,20.8379236716811,0.10000546443110717,4.0322674503528955,0.1,52770.109564351624,316.2277650166669,1.9265303912708955,0.031692664143909796,0.19913088169439133,0.17961628100970026,True,False,True,False,True
NGC3972,10,18.0,8.72,10490188830.735823,43913743.74997359,1.428164854078529e-10,4406.856272904007,12.082798673814512,1.510349834226814,8.396899934214476e-12,8.92143605933887e-12,2.839462017281517e-10,8761.66429022183,0.2835231186492633,10.866590490453216,1.358323811306652,90.49361431590275,2.898728397519676,0.5684377738392546,1.3940420879909012,0.17069556473479297,3753635.707572137,27.11517794130028,1.1890082334776444,0.20999557504850366,1.3194411117174862,1.190137378398774,False,False,False,False,False
NGC4157,17,18.0,29.61,67730196240.632805,24589836.803996976,5.828933677588761e-11,1798.620997293567,22.86271673126174,1.5241811154174494,3.427123463660969e-12,3.641208432641947e-12,1.0314614889993161e-10,3182.7575927768944,0.35656988885947377,10.062411694259314,0.6708274462839543,212.51886724629858,8.123207375372326,0.33053140505693673,0.6941040679412586,0.48132898348617226,266346.9329251321,153.30758283081127,0.4187231784820367,0.08570791222380379,0.5385186947936417,0.48574447313239677,False,False,False,False,False
F568-V1,15,80.6,17.63,7569573277.050671,7752055.979832058,5.248743267875398e-10,16195.929432686855,19.831471324490735,1.525497794191595,4.767266523714399e-11,5.243518639733652e-11,7.903257963788266e-11,2438.6905919604565,2.5,2.7809376144191957,0.21391827803224583,1.8346777851035276,11.005122159026014,1.983838280489507,0.29543401528140384,2.5,5405926.0964019615,12.59494080802076,0.16184537100139593,0.7717686495867586,4.849165439625352,4.373952723229499,True,False,False,False,True
F563-1,17,48.9,20.1,6974897592.602498,5495356.201195259,2.3194317184795996e-10,7157.018455512497,23.642305494754154,1.576153699650277,2.4686074544295383e-11,2.7626394969190555e-11,1.1982202121530142e-10,3697.321246330386,1.6147414250829693,16.37056618359983,1.0913710789066553,7.683664740143063,3.3822040555658264,1.6231572141138904,1.022062915078371,0.8851543169444709,2749034.3682593973,19.922869778665756,1.1441564360364116,0.3410463407756431,2.1428573574288827,1.9328597653996664,False,False,False,False,False
